Experiment,Participant,HighValueColumn,NumAlt,LowDim,HighDim,Product,Order,Choice
Footnote_3,R_2SjJbB6sIZizYkI,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_2SjJbB6sIZizYkI,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_2SjJbB6sIZizYkI,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Job offers,CTD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Microwave ovens,DTC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Job offers,CTD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Microwave ovens,DTC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Restaurants,TCD,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Cell phones,CTD,T
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_2e3HRXshiPAPa70,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Job offers,CTD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Microwave ovens,DTC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Job offers,CTD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Microwave ovens,DTC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Restaurants,TCD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_11X8QjOg85Aeknx,2,3,40-50,100-90,Washing machines,DCT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Job offers,CTD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Microwave ovens,DTC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Job offers,CTD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Microwave ovens,DTC,T
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Restaurants,TCD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_1ib8Fxw476iHM9G,2,3,40-50,100-90,Washing machines,DCT,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Laptops,TCD,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Cars,TDC,D
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Job offers,CTD,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Coffee makers,CDT,D
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Microwave ovens,DTC,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Televisions,TDC,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Refrigerators,DTC,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,30-40,100-90,Washing machines,DCT,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Coffee makers,CDT,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Microwave ovens,DTC,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Cameras,DCT,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Televisions,TDC,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Cable services,CDT,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Refrigerators,DTC,T
Footnote_3,R_yptyqxWQZjDvBTP,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Cars,TDC,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Job offers,CTD,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Microwave ovens,DTC,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Cable services,CDT,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Cars,TDC,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Coffee makers,CDT,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Microwave ovens,DTC,D
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Cameras,DCT,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Cable services,CDT,T
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_qyjLnKNiFZmxvcl,2,3,40-50,100-90,Washing machines,DCT,C
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Laptops,TCD,D
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Cars,TDC,D
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Job offers,CTD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Coffee makers,CDT,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Microwave ovens,DTC,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Cameras,DCT,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Restaurants,TCD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Televisions,TDC,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Cell phones,CTD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Cable services,CDT,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Refrigerators,DTC,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,30-40,100-90,Washing machines,DCT,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Laptops,TCD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Cars,TDC,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Coffee makers,CDT,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Microwave ovens,DTC,C
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Cameras,DCT,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Televisions,TDC,D
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Cell phones,CTD,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Refrigerators,DTC,T
Footnote_3,R_Op0LZElf5BegNhf,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Job offers,CTD,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Microwave ovens,DTC,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Restaurants,TCD,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Cable services,CDT,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Refrigerators,DTC,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,30-40,100-90,Washing machines,DCT,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Cars,TDC,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Microwave ovens,DTC,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Cameras,DCT,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Televisions,TDC,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Cable services,CDT,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Refrigerators,DTC,T
Footnote_3,R_2YPzOXofY0ExYdt,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Job offers,CTD,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Coffee makers,CDT,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Microwave ovens,DTC,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Cameras,DCT,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Televisions,TDC,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Laptops,TCD,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Job offers,CTD,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Microwave ovens,DTC,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Televisions,TDC,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Refrigerators,DTC,T
Footnote_3,R_1gAqRHBUJrSjUrp,2,3,40-50,100-90,Washing machines,DCT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Job offers,CTD,T
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Microwave ovens,DTC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Restaurants,TCD,T
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Microwave ovens,DTC,T
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_3rO5ShfhxkmbHTL,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Job offers,CTD,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Microwave ovens,DTC,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Restaurants,TCD,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Cell phones,CTD,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Refrigerators,DTC,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,30-40,100-90,Washing machines,DCT,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Microwave ovens,DTC,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Cell phones,CTD,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Refrigerators,DTC,T
Footnote_3,R_324Qd7B1bfyqx8n,2,3,40-50,100-90,Washing machines,DCT,T
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Cars,TDC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Job offers,CTD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Microwave ovens,DTC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Restaurants,TCD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Cars,TDC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Job offers,CTD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Microwave ovens,DTC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Restaurants,TCD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_1r2h6rUbZrYAv0y,2,3,40-50,100-90,Washing machines,DCT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Laptops,TCD,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Cars,TDC,T
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Job offers,CTD,T
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Coffee makers,CDT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Microwave ovens,DTC,T
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Cameras,DCT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Restaurants,TCD,T
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Televisions,TDC,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Cell phones,CTD,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Cable services,CDT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Refrigerators,DTC,C
Footnote_3,R_21G3uthgYBEdULm,2,3,30-40,100-90,Washing machines,DCT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Laptops,TCD,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Cars,TDC,T
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Job offers,CTD,T
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Coffee makers,CDT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Microwave ovens,DTC,T
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Cameras,DCT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Restaurants,TCD,T
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Televisions,TDC,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Cell phones,CTD,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Cable services,CDT,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Refrigerators,DTC,C
Footnote_3,R_21G3uthgYBEdULm,2,3,40-50,100-90,Washing machines,DCT,C
Footnote_3,R_3fk4SI4xTBq3vWw,2,3,30-40,100-90,Laptops,TCD,C
